,carrera,curso,universidad,ciclo,texto_limpio,tokens
1753,Ingeniería de Ciberseguridad,gestion de tecnologias de informacion,Universidad Peruana de Ciencias Aplicadas (UPC),10,gestion tecnologias informacion,"['gestion', 'tecnologias', 'informacion']"
1754,Ingeniería de Ciberseguridad,electivo,Universidad Peruana de Ciencias Aplicadas (UPC),10,electivo,['electivo']
1755,Ciencias de la Computación,aprendizaje estrategico y liderazgo,Universidad Peruana de Ciencias Aplicadas (UPC),1,aprendizaje estrategico liderazgo,"['aprendizaje', 'estrategico', 'liderazgo']"
1756,Ciencias de la Computación,critica y comunicacion,Universidad Peruana de Ciencias Aplicadas (UPC),1,critica comunicacion,"['critica', 'comunicacion']"
1757,Ciencias de la Computación,matematica basica,Universidad Peruana de Ciencias Aplicadas (UPC),1,matematica basica,"['matematica', 'basica']"
1758,Ciencias de la Computación,pensamiento critico aplicado,Universidad Peruana de Ciencias Aplicadas (UPC),1,pensamiento critico aplicado,"['pensamiento', 'critico', 'aplicado']"
1759,Ciencias de la Computación,sistemas y sociedad,Universidad Peruana de Ciencias Aplicadas (UPC),1,sistemas sociedad,"['sistemas', 'sociedad']"
1760,Ciencias de la Computación,introduccion a los algoritmos,Universidad Peruana de Ciencias Aplicadas (UPC),1,introduccion algoritmos,"['introduccion', 'algoritmos']"
1761,Ciencias de la Computación,calculo,Universidad Peruana de Ciencias Aplicadas (UPC),2,calculo,['calculo']
1762,Ciencias de la Computación,seminario de investigacion academica,Universidad Peruana de Ciencias Aplicadas (UPC),2,seminario investigacion academica,"['seminario', 'investigacion', 'academica']"
1763,Ciencias de la Computación,algoritmos,Universidad Peruana de Ciencias Aplicadas (UPC),2,algoritmos,['algoritmos']
1764,Ciencias de la Computación,aplicaciones de ciencias de la computacion,Universidad Peruana de Ciencias Aplicadas (UPC),2,aplicaciones ciencias computacion,"['aplicaciones', 'ciencias', 'computacion']"
1765,Ciencias de la Computación,organizacion y direccion de empresas,Universidad Peruana de Ciencias Aplicadas (UPC),2,organizacion direccion empresas,"['organizacion', 'direccion', 'empresas']"
1766,Ciencias de la Computación,fisica,Universidad Peruana de Ciencias Aplicadas (UPC),3,fisica,['fisica']
1767,Ciencias de la Computación,calculo,Universidad Peruana de Ciencias Aplicadas (UPC),3,calculo,['calculo']
1768,Ciencias de la Computación,estructuras de datos avanzadas,Universidad Peruana de Ciencias Aplicadas (UPC),3,estructuras datos avanzadas,"['estructuras', 'datos', 'avanzadas']"
1769,Ciencias de la Computación,ingenieria de requisitos,Universidad Peruana de Ciencias Aplicadas (UPC),3,ingenieria requisitos,"['ingenieria', 'requisitos']"
1770,Ciencias de la Computación,matematica discreta,Universidad Peruana de Ciencias Aplicadas (UPC),3,matematica discreta,"['matematica', 'discreta']"
1771,Ciencias de la Computación,arquitectura de computadoras,Universidad Peruana de Ciencias Aplicadas (UPC),4,arquitectura computadoras,"['arquitectura', 'computadoras']"
1772,Ciencias de la Computación,base de datos,Universidad Peruana de Ciencias Aplicadas (UPC),4,base datos,"['base', 'datos']"
1773,Ciencias de la Computación,complejidad algoritmica,Universidad Peruana de Ciencias Aplicadas (UPC),4,complejidad algoritmica,"['complejidad', 'algoritmica']"
1774,Ciencias de la Computación,fundamentos estadisticos de data science,Universidad Peruana de Ciencias Aplicadas (UPC),4,fundamentos estadisticos data science,"['fundamentos', 'estadisticos', 'data', 'science']"
1775,Ciencias de la Computación,matematica computacional,Universidad Peruana de Ciencias Aplicadas (UPC),4,matematica computacional,"['matematica', 'computacional']"
1776,Ciencias de la Computación,fisica para ciencias de la computacion,Universidad Peruana de Ciencias Aplicadas (UPC),5,fisica ciencias computacion,"['fisica', 'ciencias', 'computacion']"
1777,Ciencias de la Computación,fundamentos de programacion competitiva,Universidad Peruana de Ciencias Aplicadas (UPC),5,fundamentos programacion competitiva,"['fundamentos', 'programacion', 'competitiva']"
1778,Ciencias de la Computación,fundamentos de programacion web,Universidad Peruana de Ciencias Aplicadas (UPC),5,fundamentos programacion web,"['fundamentos', 'programacion', 'web']"
1779,Ciencias de la Computación,sistemas operativos,Universidad Peruana de Ciencias Aplicadas (UPC),5,sistemas operativos,"['sistemas', 'operativos']"
1780,Ciencias de la Computación,topicos en data science,Universidad Peruana de Ciencias Aplicadas (UPC),5,topicos data science,"['topicos', 'data', 'science']"
1781,Ciencias de la Computación,algebra lineal,Universidad Peruana de Ciencias Aplicadas (UPC),6,algebra lineal,"['algebra', 'lineal']"
1782,Ciencias de la Computación,fundamentos de inteligencia artificial,Universidad Peruana de Ciencias Aplicadas (UPC),6,fundamentos inteligencia artificial,"['fundamentos', 'inteligencia', 'artificial']"
1783,Ciencias de la Computación,procesamiento de imagenes,Universidad Peruana de Ciencias Aplicadas (UPC),6,procesamiento imagenes,"['procesamiento', 'imagenes']"
1784,Ciencias de la Computación,teoria de compiladores,Universidad Peruana de Ciencias Aplicadas (UPC),6,teoria compiladores,"['teoria', 'compiladores']"
1785,Ciencias de la Computación,electivo,Universidad Peruana de Ciencias Aplicadas (UPC),6,electivo,['electivo']
1786,Ciencias de la Computación,aplicaciones de data science,Universidad Peruana de Ciencias Aplicadas (UPC),7,aplicaciones data science,"['aplicaciones', 'data', 'science']"
1787,Ciencias de la Computación,fundamentos de ingenieria de software,Universidad Peruana de Ciencias Aplicadas (UPC),7,fundamentos ingenieria software,"['fundamentos', 'ingenieria', 'software']"
1788,Ciencias de la Computación,machine learning,Universidad Peruana de Ciencias Aplicadas (UPC),7,machine learning,"['machine', 'learning']"
1789,Ciencias de la Computación,redes y protocolo de comunicaciones,Universidad Peruana de Ciencias Aplicadas (UPC),7,redes protocolo comunicaciones,"['redes', 'protocolo', 'comunicaciones']"
1790,Ciencias de la Computación,electivo,Universidad Peruana de Ciencias Aplicadas (UPC),7,electivo,['electivo']
1791,Ciencias de la Computación,fundamentos de investigacion academica,Universidad Peruana de Ciencias Aplicadas (UPC),8,fundamentos investigacion academica,"['fundamentos', 'investigacion', 'academica']"
1792,Ciencias de la Computación,gerencia de proyectos en computacion,Universidad Peruana de Ciencias Aplicadas (UPC),8,gerencia proyectos computacion,"['gerencia', 'proyectos', 'computacion']"
1793,Ciencias de la Computación,topicos de investigacion aplicada,Universidad Peruana de Ciencias Aplicadas (UPC),8,topicos investigacion aplicada,"['topicos', 'investigacion', 'aplicada']"
1794,Ciencias de la Computación,topicos en ciencias de la computacion,Universidad Peruana de Ciencias Aplicadas (UPC),8,topicos ciencias computacion,"['topicos', 'ciencias', 'computacion']"
1795,Ciencias de la Computación,electivo,Universidad Peruana de Ciencias Aplicadas (UPC),8,electivo,['electivo']
1796,Ciencias de la Computación,high performance computing,Universidad Peruana de Ciencias Aplicadas (UPC),9,high performance computing,"['high', 'performance', 'computing']"
1797,Ciencias de la Computación,trabajo de investigacion,Universidad Peruana de Ciencias Aplicadas (UPC),9,trabajo investigacion,"['trabajo', 'investigacion']"
1798,Ciencias de la Computación,electivo,Universidad Peruana de Ciencias Aplicadas (UPC),9,electivo,['electivo']
1799,Ciencias de la Computación,cti trabajo de investigacion,Universidad Peruana de Ciencias Aplicadas (UPC),10,cti trabajo investigacion,"['cti', 'trabajo', 'investigacion']"
1800,Ciencias de la Computación,electivo,Universidad Peruana de Ciencias Aplicadas (UPC),10,electivo,['electivo']
1801,Ingeniería de Software,matematica,Universidad Científica del Sur (Científica),1,matematica,['matematica']
1802,Ingeniería de Software,desempeno universitario,Universidad Científica del Sur (Científica),1,desempeno universitario,"['desempeno', 'universitario']"
1803,Ingeniería de Software,lengua y comunicacion,Universidad Científica del Sur (Científica),1,lengua comunicacion,"['lengua', 'comunicacion']"
1804,Ingeniería de Software,mun skills,Universidad Científica del Sur (Científica),1,mun skills,"['mun', 'skills']"
1805,Ingeniería de Software,introduccion a la ingenieria de software,Universidad Científica del Sur (Científica),1,introduccion ingenieria software,"['introduccion', 'ingenieria', 'software']"
1806,Ingeniería de Software,fundamentos cientificos,Universidad Científica del Sur (Científica),1,fundamentos cientificos,"['fundamentos', 'cientificos']"
1807,Ingeniería de Software,matematica,Universidad Científica del Sur (Científica),2,matematica,['matematica']
1808,Ingeniería de Software,fundamentos de ia y programacion,Universidad Científica del Sur (Científica),2,fundamentos ia programacion,"['fundamentos', 'ia', 'programacion']"
1809,Ingeniería de Software,realidad nacional,Universidad Científica del Sur (Científica),2,realidad nacional,"['realidad', 'nacional']"
1810,Ingeniería de Software,educacion ambiental,Universidad Científica del Sur (Científica),2,educacion ambiental,"['educacion', 'ambiental']"
1811,Ingeniería de Software,empresa sociedad y gobierno,Universidad Científica del Sur (Científica),2,empresa sociedad gobierno,"['empresa', 'sociedad', 'gobierno']"
1812,Ingeniería de Software,fisica aplicada,Universidad Científica del Sur (Científica),2,fisica aplicada,"['fisica', 'aplicada']"
1813,Ingeniería de Software,matematica,Universidad Científica del Sur (Científica),3,matematica,['matematica']
1814,Ingeniería de Software,introduccion a la investigacion,Universidad Científica del Sur (Científica),3,introduccion investigacion,"['introduccion', 'investigacion']"
1815,Ingeniería de Software,estadistica general,Universidad Científica del Sur (Científica),3,estadistica general,"['estadistica', 'general']"
1816,Ingeniería de Software,algoritmos y estructura de datos,Universidad Científica del Sur (Científica),3,algoritmos estructura datos,"['algoritmos', 'estructura', 'datos']"
1817,Ingeniería de Software,fundamentos de base de datos,Universidad Científica del Sur (Científica),3,fundamentos base datos,"['fundamentos', 'base', 'datos']"
1818,Ingeniería de Software,introduccion a data science,Universidad Científica del Sur (Científica),3,introduccion data science,"['introduccion', 'data', 'science']"
1819,Ingeniería de Software,innovation entrepreneurship lab,Universidad Científica del Sur (Científica),4,innovation entrepreneurship lab,"['innovation', 'entrepreneurship', 'lab']"
1820,Ingeniería de Software,fundamentos de transformacion digital,Universidad Científica del Sur (Científica),4,fundamentos transformacion digital,"['fundamentos', 'transformacion', 'digital']"
1821,Ingeniería de Software,ai data analytics para ingenieros,Universidad Científica del Sur (Científica),4,ai data analytics ingenieros,"['ai', 'data', 'analytics', 'ingenieros']"
1822,Ingeniería de Software,sistemas operativos,Universidad Científica del Sur (Científica),4,sistemas operativos,"['sistemas', 'operativos']"
1823,Ingeniería de Software,lenguaje de programacion,Universidad Científica del Sur (Científica),4,lenguaje programacion,"['lenguaje', 'programacion']"
1824,Ingeniería de Software,applied innovation project,Universidad Científica del Sur (Científica),5,applied innovation project,"['applied', 'innovation', 'project']"
1825,Ingeniería de Software,metodologias agiles y gestion lean,Universidad Científica del Sur (Científica),5,metodologias agiles gestion lean,"['metodologias', 'agiles', 'gestion', 'lean']"
1826,Ingeniería de Software,lenguaje de programacion,Universidad Científica del Sur (Científica),5,lenguaje programacion,"['lenguaje', 'programacion']"
1827,Ingeniería de Software,sistemas avanzados de base de datos,Universidad Científica del Sur (Científica),5,sistemas avanzados base datos,"['sistemas', 'avanzados', 'base', 'datos']"
1828,Ingeniería de Software,analisis y diseno de software,Universidad Científica del Sur (Científica),5,analisis diseno software,"['analisis', 'diseno', 'software']"
1829,Ingeniería de Software,cto and product leadership,Universidad Científica del Sur (Científica),6,cto and product leadership,"['cto', 'and', 'product', 'leadership']"
1830,Ingeniería de Software,redes y comunicaciones,Universidad Científica del Sur (Científica),6,redes comunicaciones,"['redes', 'comunicaciones']"
1831,Ingeniería de Software,arquitectura de computadoras,Universidad Científica del Sur (Científica),6,arquitectura computadoras,"['arquitectura', 'computadoras']"
1832,Ingeniería de Software,construccion de software y frameworks,Universidad Científica del Sur (Científica),6,construccion software frameworks,"['construccion', 'software', 'frameworks']"
1833,Ingeniería de Software,blockchain,Universidad Científica del Sur (Científica),6,blockchain,['blockchain']
1834,Ingeniería de Software,machine learning,Universidad Científica del Sur (Científica),6,machine learning,"['machine', 'learning']"
1835,Ingeniería de Software,desarrollo fullstack y arquitectura web,Universidad Científica del Sur (Científica),7,desarrollo fullstack arquitectura web,"['desarrollo', 'fullstack', 'arquitectura', 'web']"
1836,Ingeniería de Software,verificacion y validacion de software,Universidad Científica del Sur (Científica),7,verificacion validacion software,"['verificacion', 'validacion', 'software']"
1837,Ingeniería de Software,control de calidad de software,Universidad Científica del Sur (Científica),7,control calidad software,"['control', 'calidad', 'software']"
1838,Ingeniería de Software,taller de ingenieria de software,Universidad Científica del Sur (Científica),7,taller ingenieria software,"['taller', 'ingenieria', 'software']"
1839,Ingeniería de Software,machine learning,Universidad Científica del Sur (Científica),7,machine learning,"['machine', 'learning']"
1840,Ingeniería de Software,consultoria en desarrollo de software,Universidad Científica del Sur (Científica),7,consultoria desarrollo software,"['consultoria', 'desarrollo', 'software']"
1841,Ingeniería de Software,capstone proyecto integrador de software engineering,Universidad Científica del Sur (Científica),8,capstone proyecto integrador software engineering,"['capstone', 'proyecto', 'integrador', 'software', 'engineering']"
1842,Ingeniería de Software,ai power software development,Universidad Científica del Sur (Científica),8,ai power software development,"['ai', 'power', 'software', 'development']"
1843,Ingeniería de Software,tecnologias emergentes,Universidad Científica del Sur (Científica),8,tecnologias emergentes,"['tecnologias', 'emergentes']"
1844,Ingeniería de Software,taller de ingenieria de software,Universidad Científica del Sur (Científica),8,taller ingenieria software,"['taller', 'ingenieria', 'software']"
1845,Ingeniería de Software,devops avanzado,Universidad Científica del Sur (Científica),8,devops avanzado,"['devops', 'avanzado']"
1846,Ingeniería de Software,seminario de investigacion,Universidad Científica del Sur (Científica),8,seminario investigacion,"['seminario', 'investigacion']"
1847,Ingeniería de Software,electivo,Universidad Científica del Sur (Científica),9,electivo,['electivo']
1848,Ingeniería de Software,electivo,Universidad Científica del Sur (Científica),9,electivo,['electivo']
1849,Ingeniería de Software,electivo,Universidad Científica del Sur (Científica),9,electivo,['electivo']
1850,Ingeniería de Software,electivo,Universidad Científica del Sur (Científica),9,electivo,['electivo']
1851,Ingeniería de Software,electivo,Universidad Científica del Sur (Científica),9,electivo,['electivo']
1852,Ingeniería de Software,trabajo de investigacion,Universidad Científica del Sur (Científica),10,trabajo investigacion,"['trabajo', 'investigacion']"
1853,Ingeniería de Software,electivo,Universidad Científica del Sur (Científica),10,electivo,['electivo']
1854,Ingeniería de Software,electivo,Universidad Científica del Sur (Científica),10,electivo,['electivo']
1855,Ingeniería de Software,electivo,Universidad Científica del Sur (Científica),10,electivo,['electivo']
1856,Ingeniería de Software,electivo,Universidad Científica del Sur (Científica),10,electivo,['electivo']
1857,Ingeniería en IA y Ciencia de Datos,matematica,Universidad Científica del Sur (Científica),1,matematica,['matematica']
1858,Ingeniería en IA y Ciencia de Datos,desempeno universitario,Universidad Científica del Sur (Científica),1,desempeno universitario,"['desempeno', 'universitario']"
1859,Ingeniería en IA y Ciencia de Datos,lengua y comunicacion,Universidad Científica del Sur (Científica),1,lengua comunicacion,"['lengua', 'comunicacion']"
1860,Ingeniería en IA y Ciencia de Datos,mun skills,Universidad Científica del Sur (Científica),1,mun skills,"['mun', 'skills']"
1861,Ingeniería en IA y Ciencia de Datos,introduccion a la ingenieria en ia y ciencia de datos,Universidad Científica del Sur (Científica),1,introduccion ingenieria ia ciencia datos,"['introduccion', 'ingenieria', 'ia', 'ciencia', 'datos']"
1862,Ingeniería en IA y Ciencia de Datos,fundamentos cientificos,Universidad Científica del Sur (Científica),1,fundamentos cientificos,"['fundamentos', 'cientificos']"
1863,Ingeniería en IA y Ciencia de Datos,matematica,Universidad Científica del Sur (Científica),2,matematica,['matematica']
1864,Ingeniería en IA y Ciencia de Datos,fundamentos de ia y programacion,Universidad Científica del Sur (Científica),2,fundamentos ia programacion,"['fundamentos', 'ia', 'programacion']"
1865,Ingeniería en IA y Ciencia de Datos,realidad nacional,Universidad Científica del Sur (Científica),2,realidad nacional,"['realidad', 'nacional']"
1866,Ingeniería en IA y Ciencia de Datos,educacion ambiental,Universidad Científica del Sur (Científica),2,educacion ambiental,"['educacion', 'ambiental']"
1867,Ingeniería en IA y Ciencia de Datos,empresa sociedad y gobierno,Universidad Científica del Sur (Científica),2,empresa sociedad gobierno,"['empresa', 'sociedad', 'gobierno']"
1868,Ingeniería en IA y Ciencia de Datos,fisica aplicada,Universidad Científica del Sur (Científica),2,fisica aplicada,"['fisica', 'aplicada']"
1869,Ingeniería en IA y Ciencia de Datos,matematica,Universidad Científica del Sur (Científica),3,matematica,['matematica']
1870,Ingeniería en IA y Ciencia de Datos,introduccion a la investigacion,Universidad Científica del Sur (Científica),3,introduccion investigacion,"['introduccion', 'investigacion']"
1871,Ingeniería en IA y Ciencia de Datos,algoritmos y estructura de datos,Universidad Científica del Sur (Científica),3,algoritmos estructura datos,"['algoritmos', 'estructura', 'datos']"
1872,Ingeniería en IA y Ciencia de Datos,estadistica general,Universidad Científica del Sur (Científica),3,estadistica general,"['estadistica', 'general']"
1873,Ingeniería en IA y Ciencia de Datos,fundamentos de base de datos,Universidad Científica del Sur (Científica),3,fundamentos base datos,"['fundamentos', 'base', 'datos']"
1874,Ingeniería en IA y Ciencia de Datos,introduccion a data science,Universidad Científica del Sur (Científica),3,introduccion data science,"['introduccion', 'data', 'science']"
1875,Ingeniería en IA y Ciencia de Datos,innovation entrepreneurship lab,Universidad Científica del Sur (Científica),4,innovation entrepreneurship lab,"['innovation', 'entrepreneurship', 'lab']"
1876,Ingeniería en IA y Ciencia de Datos,programacion en r para analytics,Universidad Científica del Sur (Científica),4,programacion r analytics,"['programacion', 'r', 'analytics']"
1877,Ingeniería en IA y Ciencia de Datos,fundamentos de transformacion digital,Universidad Científica del Sur (Científica),4,fundamentos transformacion digital,"['fundamentos', 'transformacion', 'digital']"
1878,Ingeniería en IA y Ciencia de Datos,sql para analytics,Universidad Científica del Sur (Científica),4,sql analytics,"['sql', 'analytics']"
1879,Ingeniería en IA y Ciencia de Datos,programacion python para ia y aplicaciones de datos,Universidad Científica del Sur (Científica),4,programacion python ia aplicaciones datos,"['programacion', 'python', 'ia', 'aplicaciones', 'datos']"
1880,Ingeniería en IA y Ciencia de Datos,applied innovation project,Universidad Científica del Sur (Científica),5,applied innovation project,"['applied', 'innovation', 'project']"
1881,Ingeniería en IA y Ciencia de Datos,metodologias agiles y gestion lean,Universidad Científica del Sur (Científica),5,metodologias agiles gestion lean,"['metodologias', 'agiles', 'gestion', 'lean']"
1882,Ingeniería en IA y Ciencia de Datos,business analytics,Universidad Científica del Sur (Científica),5,business analytics,"['business', 'analytics']"
1883,Ingeniería en IA y Ciencia de Datos,datasets e investigacion en ia,Universidad Científica del Sur (Científica),5,datasets investigacion ia,"['datasets', 'investigacion', 'ia']"
1884,Ingeniería en IA y Ciencia de Datos,machine learning y modelado estadistico,Universidad Científica del Sur (Científica),5,machine learning modelado estadistico,"['machine', 'learning', 'modelado', 'estadistico']"
1885,Ingeniería en IA y Ciencia de Datos,laboratorio de agentes ia y sistemas autonomos,Universidad Científica del Sur (Científica),6,laboratorio agentes ia sistemas autonomos,"['laboratorio', 'agentes', 'ia', 'sistemas', 'autonomos']"
1886,Ingeniería en IA y Ciencia de Datos,deep learning y redes neuronales,Universidad Científica del Sur (Científica),6,deep learning redes neuronales,"['deep', 'learning', 'redes', 'neuronales']"
1887,Ingeniería en IA y Ciencia de Datos,sistemas avanzados de bases de datos,Universidad Científica del Sur (Científica),6,sistemas avanzados bases datos,"['sistemas', 'avanzados', 'bases', 'datos']"
1888,Ingeniería en IA y Ciencia de Datos,storytelling y visualizacion de datos,Universidad Científica del Sur (Científica),6,storytelling visualizacion datos,"['storytelling', 'visualizacion', 'datos']"
1889,Ingeniería en IA y Ciencia de Datos,estrategia de gobierno de datos,Universidad Científica del Sur (Científica),6,estrategia gobierno datos,"['estrategia', 'gobierno', 'datos']"
1890,Ingeniería en IA y Ciencia de Datos,calidad de datos,Universidad Científica del Sur (Científica),7,calidad datos,"['calidad', 'datos']"
1891,Ingeniería en IA y Ciencia de Datos,procesamiento de lenguaje natural y vision computacional,Universidad Científica del Sur (Científica),7,procesamiento lenguaje natural vision computacional,"['procesamiento', 'lenguaje', 'natural', 'vision', 'computacional']"
1892,Ingeniería en IA y Ciencia de Datos,big data y computacion en la nube,Universidad Científica del Sur (Científica),7,big data computacion nube,"['big', 'data', 'computacion', 'nube']"
1893,Ingeniería en IA y Ciencia de Datos,etica e ia responsable,Universidad Científica del Sur (Científica),7,etica ia responsable,"['etica', 'ia', 'responsable']"
1894,Ingeniería en IA y Ciencia de Datos,analitica empresarial avanzada y business intelligence,Universidad Científica del Sur (Científica),7,analitica empresarial avanzada business intelligence,"['analitica', 'empresarial', 'avanzada', 'business', 'intelligence']"
1895,Ingeniería en IA y Ciencia de Datos,capstone proyecto integrador de ia y ciencia de datos,Universidad Científica del Sur (Científica),8,capstone proyecto integrador ia ciencia datos,"['capstone', 'proyecto', 'integrador', 'ia', 'ciencia', 'datos']"
1896,Ingeniería en IA y Ciencia de Datos,sistemas de ia y mlops,Universidad Científica del Sur (Científica),8,sistemas ia mlops,"['sistemas', 'ia', 'mlops']"
1897,Ingeniería en IA y Ciencia de Datos,humanidades digitales y sociedad pensamiento critico,Universidad Científica del Sur (Científica),8,humanidades digitales sociedad pensamiento critico,"['humanidades', 'digitales', 'sociedad', 'pensamiento', 'critico']"
1898,Ingeniería en IA y Ciencia de Datos,ingenieria de datos y arquitectura de data lakes,Universidad Científica del Sur (Científica),8,ingenieria datos arquitectura data lakes,"['ingenieria', 'datos', 'arquitectura', 'data', 'lakes']"
1899,Ingeniería en IA y Ciencia de Datos,seminario de investigacion,Universidad Científica del Sur (Científica),8,seminario investigacion,"['seminario', 'investigacion']"
1900,Ingeniería en IA y Ciencia de Datos,electivo,Universidad Científica del Sur (Científica),9,electivo,['electivo']
1901,Ingeniería en IA y Ciencia de Datos,electivo,Universidad Científica del Sur (Científica),9,electivo,['electivo']
1902,Ingeniería en IA y Ciencia de Datos,electivo,Universidad Científica del Sur (Científica),9,electivo,['electivo']
1903,Ingeniería en IA y Ciencia de Datos,electivo,Universidad Científica del Sur (Científica),9,electivo,['electivo']
1904,Ingeniería en IA y Ciencia de Datos,trabajo de investigacion,Universidad Científica del Sur (Científica),10,trabajo investigacion,"['trabajo', 'investigacion']"
1905,Ingeniería en IA y Ciencia de Datos,electivo,Universidad Científica del Sur (Científica),10,electivo,['electivo']
1906,Ingeniería en IA y Ciencia de Datos,electivo,Universidad Científica del Sur (Científica),10,electivo,['electivo']
1907,Ingeniería en IA y Ciencia de Datos,electivo,Universidad Científica del Sur (Científica),10,electivo,['electivo']
1908,Ingeniería en IA y Ciencia de Datos,electivo,Universidad Científica del Sur (Científica),10,electivo,['electivo']
1909,Ingeniería Empresarial y de Sistemas,matematica,Universidad Científica del Sur (Científica),1,matematica,['matematica']
1910,Ingeniería Empresarial y de Sistemas,algebra,Universidad Científica del Sur (Científica),1,algebra,['algebra']
1911,Ingeniería Empresarial y de Sistemas,algoritmos y programacion,Universidad Científica del Sur (Científica),1,algoritmos programacion,"['algoritmos', 'programacion']"
1912,Ingeniería Empresarial y de Sistemas,fundamentos de ingenieria empresarial y de sistemas,Universidad Científica del Sur (Científica),1,fundamentos ingenieria empresarial sistemas,"['fundamentos', 'ingenieria', 'empresarial', 'sistemas']"
1913,Ingeniería Empresarial y de Sistemas,desempeno universitario,Universidad Científica del Sur (Científica),1,desempeno universitario,"['desempeno', 'universitario']"
1914,Ingeniería Empresarial y de Sistemas,lengua y comunicacion,Universidad Científica del Sur (Científica),1,lengua comunicacion,"['lengua', 'comunicacion']"
1915,Ingeniería Empresarial y de Sistemas,matematica,Universidad Científica del Sur (Científica),2,matematica,['matematica']
1916,Ingeniería Empresarial y de Sistemas,fundamentos de logistica y operaciones,Universidad Científica del Sur (Científica),2,fundamentos logistica operaciones,"['fundamentos', 'logistica', 'operaciones']"
1917,Ingeniería Empresarial y de Sistemas,quimica para ingenieria,Universidad Científica del Sur (Científica),2,quimica ingenieria,"['quimica', 'ingenieria']"
1918,Ingeniería Empresarial y de Sistemas,administracion y organizaciones,Universidad Científica del Sur (Científica),2,administracion organizaciones,"['administracion', 'organizaciones']"
1919,Ingeniería Empresarial y de Sistemas,lengua y comunicacion,Universidad Científica del Sur (Científica),2,lengua comunicacion,"['lengua', 'comunicacion']"
1920,Ingeniería Empresarial y de Sistemas,lenguaje de programacion,Universidad Científica del Sur (Científica),2,lenguaje programacion,"['lenguaje', 'programacion']"
1921,Ingeniería Empresarial y de Sistemas,estructura de la informacion,Universidad Científica del Sur (Científica),3,estructura informacion,"['estructura', 'informacion']"
1922,Ingeniería Empresarial y de Sistemas,estadistica general,Universidad Científica del Sur (Científica),3,estadistica general,"['estadistica', 'general']"
1923,Ingeniería Empresarial y de Sistemas,fisica para ingenieria,Universidad Científica del Sur (Científica),3,fisica ingenieria,"['fisica', 'ingenieria']"
1924,Ingeniería Empresarial y de Sistemas,realidad nacional,Universidad Científica del Sur (Científica),3,realidad nacional,"['realidad', 'nacional']"
1925,Ingeniería Empresarial y de Sistemas,educacion ambiental,Universidad Científica del Sur (Científica),3,educacion ambiental,"['educacion', 'ambiental']"
1926,Ingeniería Empresarial y de Sistemas,sistemas operativos,Universidad Científica del Sur (Científica),3,sistemas operativos,"['sistemas', 'operativos']"
1927,Ingeniería Empresarial y de Sistemas,ingles,Universidad Científica del Sur (Científica),3,ingles,['ingles']
1928,Ingeniería Empresarial y de Sistemas,fisica para ingenieria,Universidad Científica del Sur (Científica),4,fisica ingenieria,"['fisica', 'ingenieria']"
1929,Ingeniería Empresarial y de Sistemas,arquitectura empresarial,Universidad Científica del Sur (Científica),4,arquitectura empresarial,"['arquitectura', 'empresarial']"
1930,Ingeniería Empresarial y de Sistemas,ingenieria de requerimientos,Universidad Científica del Sur (Científica),4,ingenieria requerimientos,"['ingenieria', 'requerimientos']"
1931,Ingeniería Empresarial y de Sistemas,matematica y estadistica para ingenieros,Universidad Científica del Sur (Científica),4,matematica estadistica ingenieros,"['matematica', 'estadistica', 'ingenieros']"
1932,Ingeniería Empresarial y de Sistemas,introduccion a data science,Universidad Científica del Sur (Científica),4,introduccion data science,"['introduccion', 'data', 'science']"
1933,Ingeniería Empresarial y de Sistemas,contabilidad gerencial,Universidad Científica del Sur (Científica),4,contabilidad gerencial,"['contabilidad', 'gerencial']"
1934,Ingeniería Empresarial y de Sistemas,etica y deontologia profesional,Universidad Científica del Sur (Científica),4,etica deontologia profesional,"['etica', 'deontologia', 'profesional']"
1935,Ingeniería Empresarial y de Sistemas,arquitectura de tecnologias de informacion,Universidad Científica del Sur (Científica),5,arquitectura tecnologias informacion,"['arquitectura', 'tecnologias', 'informacion']"
1936,Ingeniería Empresarial y de Sistemas,bases de datos y big data,Universidad Científica del Sur (Científica),5,bases datos big data,"['bases', 'datos', 'big', 'data']"
1937,Ingeniería Empresarial y de Sistemas,finanzas,Universidad Científica del Sur (Científica),5,finanzas,['finanzas']
1938,Ingeniería Empresarial y de Sistemas,introduccion a la investigacion,Universidad Científica del Sur (Científica),5,introduccion investigacion,"['introduccion', 'investigacion']"
1939,Ingeniería Empresarial y de Sistemas,diseno logico digital y arquitectura de computadoras,Universidad Científica del Sur (Científica),5,diseno logico digital arquitectura computadoras,"['diseno', 'logico', 'digital', 'arquitectura', 'computadoras']"
1940,Ingeniería Empresarial y de Sistemas,innovacion y creatividad,Universidad Científica del Sur (Científica),5,innovacion creatividad,"['innovacion', 'creatividad']"
1941,Ingeniería Empresarial y de Sistemas,lenguaje de programacion,Universidad Científica del Sur (Científica),6,lenguaje programacion,"['lenguaje', 'programacion']"
1942,Ingeniería Empresarial y de Sistemas,analisis diseno y desarrollo de sistemas,Universidad Científica del Sur (Científica),6,analisis diseno desarrollo sistemas,"['analisis', 'diseno', 'desarrollo', 'sistemas']"
1943,Ingeniería Empresarial y de Sistemas,redes y comunicaciones,Universidad Científica del Sur (Científica),6,redes comunicaciones,"['redes', 'comunicaciones']"
